maintenance_id,equipment_id,maintenance_date,maintenance_type,description,cost,duration_hours,technician_id,parts_replaced,next_maintenance_due,maintenance_score,downtime_hours,created_at
291,CAT00087,2020-03-25,Corrective,Caterpillar Corrective maintenance,4587.84,4.75,TECH4211,"[""Boom Cylinder"", ""Track Assembly"", ""Sprocket""]",2021-02-06,8,56.87,2025-08-28 16:57:14
292,CAT00088,2024-05-01,Corrective,Caterpillar Corrective maintenance,1767.26,8.84,TECH9128,"[""PTO""]",2025-01-20,8,44.96,2025-08-28 16:57:14
293,CAT00088,2024-12-14,Preventive,Caterpillar Preventive maintenance,5279.89,8.22,TECH2886,"[""PTO"", ""Loader Bucket"", ""Stabilizer""]",2025-11-20,8,54.72,2025-08-28 16:57:14
294,CAT00088,2025-04-23,Preventive,Caterpillar Preventive maintenance,5349.45,10.46,TECH6282,"[""PTO""]",2025-11-13,10,63.74,2025-08-28 16:57:14
295,CAT00089,2023-03-09,Corrective,Caterpillar Corrective maintenance,4245.23,13.67,TECH3631,"[""Tank"", ""Pressure Switch""]",2023-11-05,10,22.82,2025-08-28 16:57:14
296,CAT00089,2022-05-24,Corrective,Caterpillar Corrective maintenance,1037.78,4.62,TECH2430,"[""Air Filter"", ""Pressure Switch"", ""Compressor Pump""]",2022-09-18,10,38.39,2025-08-28 16:57:14
297,CAT00089,2021-02-14,Corrective,Caterpillar Corrective maintenance,4480.49,2.22,TECH3899,"[""Pressure Switch"", ""Compressor Pump"", ""Air Filter""]",2021-12-23,10,24.6,2025-08-28 16:57:14
298,CAT00089,2021-04-29,Preventive,Caterpillar Preventive maintenance,5656.23,4.65,TECH1973,"[""Tank"", ""Air Filter"", ""Pressure Switch""]",2022-02-13,9,52.15,2025-08-28 16:57:14
299,CAT00089,2023-02-18,Preventive,Caterpillar Preventive maintenance,3354.08,6.07,TECH9139,"[""Air Filter""]",2023-09-03,9,14.98,2025-08-28 16:57:14
300,CAT00090,2022-06-26,Preventive,Caterpillar Preventive maintenance,3506.45,14.25,TECH7049,"[""Alternator"", ""Voltage Regulator""]",2022-10-16,10,18.39,2025-08-28 16:57:14
301,CAT00090,2020-12-15,Preventive,Caterpillar Preventive maintenance,3000.86,9.41,TECH8095,"[""Fuel Injector""]",2021-12-02,8,57.91,2025-08-28 16:57:14
302,CAT00091,2020-07-28,Preventive,Caterpillar Preventive maintenance,3942.58,15.34,TECH1452,"[""Brakes"", ""Differential"", ""Suspension""]",2021-04-19,10,37.64,2025-08-28 16:57:14
303,CAT00091,2024-11-08,Preventive,Caterpillar Preventive maintenance,1728.46,10.26,TECH6578,"[""Dump Body"", ""Suspension""]",2025-07-19,9,25.11,2025-08-28 16:57:14
304,CAT00092,2019-07-21,Preventive,Caterpillar Preventive maintenance,5078.26,11.89,TECH2395,"[""Differential""]",2020-07-10,9,34.85,2025-08-28 16:57:14
305,CAT00092,2019-10-07,Preventive,Caterpillar Preventive maintenance,1216.28,7.72,TECH8449,"[""Suspension"", ""Dump Body""]",2020-07-29,8,36.05,2025-08-28 16:57:14
306,CAT00093,2024-10-06,Preventive,Caterpillar Preventive maintenance,5379.45,15.25,TECH5741,"[""Radiator"", ""Ripper""]",2025-08-03,8,18.35,2025-08-28 16:57:14
307,CAT00093,2022-12-29,Preventive,Caterpillar Preventive maintenance,5228.75,8.4,TECH2373,"[""Final Drive""]",2023-11-03,10,62.64,2025-08-28 16:57:14
308,CAT00093,2022-03-20,Preventive,Caterpillar Preventive maintenance,5722.12,5.88,TECH6671,"[""Blade"", ""Radiator"", ""Final Drive""]",2022-08-31,9,59.33,2025-08-28 16:57:14
309,CAT00093,2024-09-02,Preventive,Caterpillar Preventive maintenance,4954.81,8.04,TECH1167,"[""Final Drive""]",2024-12-23,9,12.09,2025-08-28 16:57:14
310,CAT00093,2021-03-28,Corrective,Caterpillar Corrective maintenance,5449.26,12.29,TECH8256,"[""Radiator""]",2022-02-14,9,17.29,2025-08-28 16:57:14
311,CAT00094,2025-07-07,Preventive,Caterpillar Preventive maintenance,2932.19,11.74,TECH9706,"[""Water System"", ""Vibratory System""]",2026-05-27,8,47.05,2025-08-28 16:57:14
312,CAT00094,2017-06-24,Preventive,Caterpillar Preventive maintenance,3083.98,6.41,TECH7824,"[""Drum""]",2018-02-02,10,51.32,2025-08-28 16:57:14
313,CAT00094,2020-09-03,Preventive,Caterpillar Preventive maintenance,4109.25,2.81,TECH1116,"[""Drum"", ""Engine"", ""Vibratory System""]",2021-06-24,10,71.59,2025-08-28 16:57:14
314,CAT00095,2021-05-28,Corrective,Caterpillar Corrective maintenance,3076.07,3.89,TECH6326,"[""Sprocket"", ""Track Assembly"", ""Hydraulic Pump""]",2021-11-09,9,13.59,2025-08-28 16:57:14
315,CAT00096,2025-06-08,Preventive,Caterpillar Preventive maintenance,2418.63,6.04,TECH6719,"[""PTO""]",2026-04-08,10,19.39,2025-08-28 16:57:14
316,CAT00096,2022-10-03,Preventive,Caterpillar Preventive maintenance,4643.7,9.54,TECH7519,"[""Stabilizer"", ""Backhoe Bucket""]",2023-04-28,8,37.68,2025-08-28 16:57:14
317,CAT00096,2024-05-18,Preventive,Caterpillar Preventive maintenance,3055.05,14.11,TECH2841,"[""Loader Bucket"", ""Stabilizer""]",2024-11-06,10,37.63,2025-08-28 16:57:14
318,CAT00097,2025-05-01,Preventive,Caterpillar Preventive maintenance,5714.46,4.73,TECH8257,"[""Vibratory System"", ""Engine"", ""Drum""]",2025-09-23,8,43.3,2025-08-28 16:57:14
319,CAT00097,2024-11-08,Preventive,Caterpillar Preventive maintenance,5833.1,13.75,TECH9230,"[""Water System""]",2025-08-20,10,47.09,2025-08-28 16:57:14
320,CAT00097,2019-03-30,Preventive,Caterpillar Preventive maintenance,5961.68,10.42,TECH9079,"[""Engine"", ""Vibratory System"", ""Water System""]",2019-07-20,9,70.63,2025-08-28 16:57:14
321,CAT00097,2019-08-31,Corrective,Caterpillar Corrective maintenance,2991.43,11.1,TECH5364,"[""Engine"", ""Drum""]",2020-03-05,9,34.13,2025-08-28 16:57:14
322,CAT00097,2022-01-23,Preventive,Caterpillar Preventive maintenance,840.47,11.59,TECH7293,"[""Drum"", ""Vibratory System""]",2022-06-30,10,62.66,2025-08-28 16:57:14
323,CAT00098,2023-07-06,Preventive,Caterpillar Preventive maintenance,3784.25,6.1,TECH7910,"[""Circle"", ""Blade""]",2024-05-05,10,41.39,2025-08-28 16:57:14
324,CAT00099,2021-03-29,Preventive,Caterpillar Preventive maintenance,3369.26,6.15,TECH3810,"[""Brakes""]",2021-07-26,8,18.45,2025-08-28 16:57:14
325,CAT00099,2025-04-16,Preventive,Caterpillar Preventive maintenance,5865.78,7.26,TECH6995,"[""Differential"", ""Dump Body"", ""Suspension""]",2025-08-21,9,71.73,2025-08-28 16:57:14
326,CAT00099,2018-01-28,Preventive,Caterpillar Preventive maintenance,5700.56,7.06,TECH2836,"[""Dump Body"", ""Brakes"", ""Differential""]",2018-08-31,9,38.38,2025-08-28 16:57:14
327,CAT00100,2025-02-08,Corrective,Caterpillar Corrective maintenance,1519.96,7.52,TECH7782,"[""Bucket"", ""Transmission"", ""Lift Arms""]",2025-08-18,9,44.58,2025-08-28 16:57:14
328,CAT00100,2025-07-10,Corrective,Caterpillar Corrective maintenance,4794.41,13.47,TECH4258,"[""Bucket""]",2026-01-24,10,43.0,2025-08-28 16:57:14
329,CAT00101,2021-10-28,Corrective,Caterpillar Corrective maintenance,3615.83,6.95,TECH9996,"[""Air Filter"", ""Tank""]",2022-09-01,10,50.56,2025-08-28 16:57:14
330,CAT00101,2022-04-26,Preventive,Caterpillar Preventive maintenance,5994.98,13.93,TECH2248,"[""Air Filter""]",2023-01-16,9,39.98,2025-08-28 16:57:14
331,CAT00101,2024-04-15,Preventive,Caterpillar Preventive maintenance,4957.49,10.19,TECH6562,"[""Air Filter"", ""Compressor Pump"", ""Pressure Switch""]",2024-09-20,8,70.73,2025-08-28 16:57:14
332,CAT00101,2025-08-02,Preventive,Caterpillar Preventive maintenance,4040.2,12.12,TECH1232,"[""Tank"", ""Pressure Switch"", ""Air Filter""]",2025-11-19,9,40.87,2025-08-28 16:57:14
333,CAT00101,2025-01-14,Preventive,Caterpillar Preventive maintenance,2504.98,14.63,TECH3632,"[""Air Filter""]",2025-06-17,9,21.22,2025-08-28 16:57:14
334,CAT00102,2025-07-30,Preventive,Caterpillar Preventive maintenance,3843.64,9.07,TECH3363,"[""Lift Arms""]",2025-12-16,8,57.93,2025-08-28 16:57:14
335,CAT00102,2022-04-14,Corrective,Caterpillar Corrective maintenance,3204.26,11.08,TECH2707,"[""Bucket""]",2023-03-21,8,24.8,2025-08-28 16:57:14
336,CAT00102,2022-12-06,Corrective,Caterpillar Corrective maintenance,4847.74,13.89,TECH7058,"[""Lift Arms"", ""Transmission"", ""Axle""]",2023-04-15,9,10.81,2025-08-28 16:57:14
337,CAT00103,2024-01-17,Preventive,Caterpillar Preventive maintenance,2649.99,7.96,TECH4788,"[""Axle"", ""Lift Arms"", ""Bucket""]",2024-07-29,9,26.97,2025-08-28 16:57:14
338,CAT00103,2020-01-26,Preventive,Caterpillar Preventive maintenance,887.75,8.74,TECH4709,"[""Lift Arms"", ""Axle"", ""Bucket""]",2020-07-20,10,66.78,2025-08-28 16:57:14
339,CAT00103,2022-05-12,Corrective,Caterpillar Corrective maintenance,4691.65,5.02,TECH1428,"[""Axle""]",2022-09-03,10,17.2,2025-08-28 16:57:14
340,CAT00103,2018-03-16,Preventive,Caterpillar Preventive maintenance,2247.53,7.32,TECH3636,"[""Axle""]",2018-07-28,9,44.58,2025-08-28 16:57:14
341,CAT00104,2021-09-01,Preventive,Caterpillar Preventive maintenance,2294.66,14.82,TECH6286,"[""Tank"", ""Pressure Switch"", ""Compressor Pump""]",2022-05-22,9,14.79,2025-08-28 16:57:14
342,CAT00104,2022-05-23,Preventive,Caterpillar Preventive maintenance,4783.87,14.72,TECH3925,"[""Pressure Switch"", ""Air Filter""]",2022-12-15,10,9.3,2025-08-28 16:57:14
343,CAT00105,2023-02-05,Preventive,Caterpillar Preventive maintenance,3931.35,11.72,TECH3389,"[""Water System"", ""Vibratory System"", ""Engine""]",2023-08-04,8,46.63,2025-08-28 16:57:14
344,CAT00105,2022-12-30,Corrective,Caterpillar Corrective maintenance,5129.14,13.35,TECH7230,"[""Drum"", ""Engine"", ""Water System""]",2023-06-25,9,18.28,2025-08-28 16:57:14
345,CAT00105,2025-02-18,Preventive,Caterpillar Preventive maintenance,2724.85,15.11,TECH7575,"[""Engine"", ""Water System""]",2025-10-26,10,22.83,2025-08-28 16:57:14
346,CAT00106,2020-10-22,Corrective,Caterpillar Corrective maintenance,4008.47,15.04,TECH9052,"[""Snow Blower""]",2021-04-24,9,25.8,2025-08-28 16:57:14
347,CAT00106,2023-02-24,Preventive,Caterpillar Preventive maintenance,5857.09,12.64,TECH4565,"[""Auger"", ""Grapple""]",2024-02-08,10,58.44,2025-08-28 16:57:14
348,CAT00107,2024-10-27,Preventive,Caterpillar Preventive maintenance,2288.07,12.97,TECH5250,"[""Scarifier""]",2025-05-23,10,8.31,2025-08-28 16:57:14
349,CAT00108,2025-04-15,Preventive,Caterpillar Preventive maintenance,3734.93,7.25,TECH9889,"[""Suspension"", ""Dump Body""]",2026-04-12,9,71.17,2025-08-28 16:57:14
350,CAT00108,2022-10-06,Preventive,Caterpillar Preventive maintenance,1236.61,13.33,TECH9885,"[""Suspension"", ""Dump Body""]",2023-08-04,10,24.05,2025-08-28 16:57:14
351,CAT00108,2022-11-20,Preventive,Caterpillar Preventive maintenance,5159.28,15.14,TECH8380,"[""Suspension"", ""Brakes""]",2023-09-16,10,10.24,2025-08-28 16:57:14
352,CAT00109,2024-02-17,Preventive,Caterpillar Preventive maintenance,3462.25,14.32,TECH1461,"[""Hydraulic Pump"", ""Boom Cylinder""]",2024-12-27,10,12.83,2025-08-28 16:57:14
353,CAT00110,2019-09-22,Preventive,Caterpillar Preventive maintenance,4665.51,9.91,TECH8653,"[""Suspension""]",2020-05-12,9,50.91,2025-08-28 16:57:14
354,CAT00110,2020-09-21,Preventive,Caterpillar Preventive maintenance,1006.01,13.7,TECH9005,"[""Suspension"", ""Differential""]",2021-05-23,8,67.41,2025-08-28 16:57:14
355,CAT00110,2021-11-06,Preventive,Caterpillar Preventive maintenance,1376.39,12.72,TECH4183,"[""Dump Body"", ""Suspension"", ""Brakes""]",2022-03-19,8,26.68,2025-08-28 16:57:14
356,CAT00110,2021-08-09,Preventive,Caterpillar Preventive maintenance,3176.62,12.88,TECH5577,"[""Brakes""]",2022-06-11,10,68.33,2025-08-28 16:57:14
357,CAT00110,2023-04-19,Preventive,Caterpillar Preventive maintenance,2410.63,3.37,TECH7089,"[""Brakes""]",2023-09-19,9,61.52,2025-08-28 16:57:14
358,CAT00111,2022-01-27,Preventive,Caterpillar Preventive maintenance,3092.47,8.6,TECH2531,"[""Moldboard""]",2022-10-15,8,27.81,2025-08-28 16:57:14
359,CAT00111,2020-09-04,Preventive,Caterpillar Preventive maintenance,5046.89,7.54,TECH6739,"[""Circle"", ""Blade""]",2021-01-06,9,56.95,2025-08-28 16:57:14
360,CAT00111,2023-07-14,Corrective,Caterpillar Corrective maintenance,2782.46,7.32,TECH2134,"[""Circle"", ""Scarifier"", ""Moldboard""]",2024-04-07,9,29.85,2025-08-28 16:57:14
361,CAT00111,2021-01-25,Preventive,Caterpillar Preventive maintenance,5537.79,3.82,TECH3566,"[""Circle"", ""Scarifier"", ""Moldboard""]",2021-05-18,8,10.12,2025-08-28 16:57:14
362,CAT00111,2023-02-27,Corrective,Caterpillar Corrective maintenance,1326.79,13.68,TECH9623,"[""Scarifier"", ""Moldboard"", ""Circle""]",2023-09-11,8,16.22,2025-08-28 16:57:14
363,CAT00112,2024-09-20,Corrective,Caterpillar Corrective maintenance,1441.85,10.68,TECH3899,"[""Boom Cylinder"", ""Sprocket""]",2025-05-08,10,27.27,2025-08-28 16:57:14
364,CAT00112,2021-02-26,Preventive,Caterpillar Preventive maintenance,1757.48,11.67,TECH4728,"[""Track Assembly""]",2021-09-10,10,56.25,2025-08-28 16:57:14
365,CAT00112,2024-05-17,Corrective,Caterpillar Corrective maintenance,2859.05,8.06,TECH7623,"[""Sprocket""]",2025-02-28,8,64.36,2025-08-28 16:57:14
366,CAT00113,2018-07-05,Preventive,Caterpillar Preventive maintenance,3680.82,5.07,TECH2172,"[""Radiator"", ""Blade""]",2018-11-11,10,61.93,2025-08-28 16:57:14
367,CAT00114,2017-11-29,Corrective,Caterpillar Corrective maintenance,914.6,14.07,TECH5501,"[""Final Drive"", ""Blade""]",2018-04-18,9,11.1,2025-08-28 16:57:14
368,CAT00114,2023-03-17,Preventive,Caterpillar Preventive maintenance,5982.94,15.58,TECH8131,"[""Ripper"", ""Blade"", ""Radiator""]",2023-09-08,10,59.43,2025-08-28 16:57:14
369,CAT00114,2022-09-14,Preventive,Caterpillar Preventive maintenance,4265.91,15.88,TECH4936,"[""Radiator""]",2023-04-08,9,30.59,2025-08-28 16:57:14
370,CAT00114,2023-06-23,Preventive,Caterpillar Preventive maintenance,2639.66,10.82,TECH8412,"[""Final Drive"", ""Ripper""]",2024-04-03,9,19.1,2025-08-28 16:57:14
371,CAT00114,2022-10-06,Preventive,Caterpillar Preventive maintenance,3565.45,3.74,TECH1827,"[""Radiator"", ""Final Drive""]",2023-04-01,9,12.78,2025-08-28 16:57:14
372,CAT00115,2020-05-06,Corrective,Caterpillar Corrective maintenance,2617.58,9.66,TECH9285,"[""Radiator"", ""Final Drive""]",2021-05-06,10,61.31,2025-08-28 16:57:14
373,CAT00115,2025-07-08,Corrective,Caterpillar Corrective maintenance,4311.96,9.58,TECH4890,"[""Ripper"", ""Blade"", ""Radiator""]",2026-02-20,10,57.99,2025-08-28 16:57:14
374,CAT00115,2019-02-22,Emergency,Caterpillar Emergency maintenance,3431.35,15.32,TECH1149,"[""Ripper""]",2019-10-10,8,62.19,2025-08-28 16:57:14
375,CAT00115,2023-01-24,Preventive,Caterpillar Preventive maintenance,1516.03,4.68,TECH6816,"[""Blade"", ""Final Drive"", ""Radiator""]",2023-07-16,9,59.81,2025-08-28 16:57:14
376,CAT00115,2024-04-14,Emergency,Caterpillar Emergency maintenance,1861.21,15.04,TECH7716,"[""Radiator""]",2025-04-12,9,29.3,2025-08-28 16:57:14
377,CAT00116,2020-11-22,Preventive,Caterpillar Preventive maintenance,4491.68,14.82,TECH1167,"[""Sprocket""]",2021-03-14,8,47.53,2025-08-28 16:57:14
378,CAT00116,2020-05-18,Preventive,Caterpillar Preventive maintenance,2043.27,8.78,TECH8164,"[""Boom Cylinder""]",2021-02-25,10,41.44,2025-08-28 16:57:14
379,CAT00116,2021-10-10,Corrective,Caterpillar Corrective maintenance,3709.7,6.67,TECH1933,"[""Hydraulic Pump"", ""Sprocket""]",2022-04-22,10,65.29,2025-08-28 16:57:14
380,CAT00117,2022-09-22,Preventive,Caterpillar Preventive maintenance,1693.81,6.91,TECH4874,"[""Alternator"", ""Voltage Regulator""]",2023-02-11,9,41.98,2025-08-28 16:57:14
381,CAT00117,2019-12-19,Preventive,Caterpillar Preventive maintenance,1358.66,13.02,TECH9795,"[""Alternator""]",2020-06-12,8,49.28,2025-08-28 16:57:14
382,CAT00117,2018-10-28,Preventive,Caterpillar Preventive maintenance,1800.16,11.37,TECH7244,"[""Voltage Regulator""]",2019-07-24,8,66.71,2025-08-28 16:57:14
383,CAT00117,2019-02-21,Preventive,Caterpillar Preventive maintenance,4917.12,5.62,TECH9448,"[""Starter""]",2019-12-08,9,51.26,2025-08-28 16:57:14
384,CAT00118,2024-05-23,Preventive,Caterpillar Preventive maintenance,5422.21,5.51,TECH5210,"[""Axle"", ""Lift Arms"", ""Bucket""]",2025-02-04,10,41.61,2025-08-28 16:57:14
385,CAT00118,2023-05-30,Corrective,Caterpillar Corrective maintenance,3475.61,10.8,TECH5195,"[""Transmission"", ""Axle"", ""Lift Arms""]",2023-12-16,10,53.57,2025-08-28 16:57:14
386,CAT00119,2023-12-28,Preventive,Caterpillar Preventive maintenance,5513.28,2.19,TECH7910,"[""Track Assembly"", ""Boom Cylinder""]",2024-09-29,8,35.19,2025-08-28 16:57:14
387,CAT00119,2025-01-11,Preventive,Caterpillar Preventive maintenance,3062.11,14.53,TECH3867,"[""Sprocket"", ""Hydraulic Pump""]",2025-12-16,8,32.83,2025-08-28 16:57:14
388,CAT00119,2024-10-13,Preventive,Caterpillar Preventive maintenance,994.89,8.01,TECH4164,"[""Sprocket"", ""Track Assembly""]",2025-09-16,10,32.3,2025-08-28 16:57:14
389,CAT00119,2024-08-24,Preventive,Caterpillar Preventive maintenance,5661.75,12.07,TECH3512,"[""Track Assembly"", ""Boom Cylinder""]",2024-12-13,9,51.6,2025-08-28 16:57:14
390,CAT00119,2024-12-30,Emergency,Caterpillar Emergency maintenance,5871.34,6.03,TECH2791,"[""Hydraulic Pump"", ""Sprocket"", ""Track Assembly""]",2025-09-24,9,65.72,2025-08-28 16:57:14
391,CAT00120,2023-07-12,Preventive,Caterpillar Preventive maintenance,3798.25,12.33,TECH6375,"[""Fuel Injector""]",2024-01-14,8,33.03,2025-08-28 16:57:14
392,CAT00120,2022-12-26,Preventive,Caterpillar Preventive maintenance,1126.02,7.53,TECH7150,"[""Voltage Regulator"", ""Alternator""]",2023-08-26,9,70.63,2025-08-28 16:57:14
393,CAT00120,2024-04-02,Corrective,Caterpillar Corrective maintenance,1113.58,2.76,TECH9833,"[""Alternator"", ""Voltage Regulator"", ""Starter""]",2025-01-03,10,38.69,2025-08-28 16:57:14
394,CAT00121,2016-06-02,Preventive,Caterpillar Preventive maintenance,4622.38,10.52,TECH5319,"[""Tank"", ""Air Filter""]",2016-10-25,9,23.26,2025-08-28 16:57:14
395,CAT00121,2015-08-17,Preventive,Caterpillar Preventive maintenance,3019.48,3.52,TECH2711,"[""Tank"", ""Compressor Pump"", ""Pressure Switch""]",2016-04-03,8,19.38,2025-08-28 16:57:14
396,CAT00121,2021-09-23,Preventive,Caterpillar Preventive maintenance,2001.77,2.14,TECH3199,"[""Compressor Pump"", ""Air Filter"", ""Pressure Switch""]",2022-09-03,9,50.22,2025-08-28 16:57:14
397,CAT00121,2021-03-02,Preventive,Caterpillar Preventive maintenance,832.22,13.84,TECH2459,"[""Air Filter"", ""Pressure Switch"", ""Compressor Pump""]",2021-10-28,10,52.93,2025-08-28 16:57:14
398,CAT00122,2025-03-05,Corrective,Caterpillar Corrective maintenance,1860.35,14.56,TECH2608,"[""Tank"", ""Air Filter"", ""Pressure Switch""]",2025-08-15,9,20.47,2025-08-28 16:57:14
399,CAT00123,2025-05-04,Preventive,Caterpillar Preventive maintenance,2370.06,8.04,TECH8585,"[""Transmission"", ""Bucket""]",2025-11-19,8,11.86,2025-08-28 16:57:14
400,CAT00123,2017-09-16,Corrective,Caterpillar Corrective maintenance,4398.7,10.51,TECH3320,"[""Bucket"", ""Lift Arms""]",2018-08-14,10,22.88,2025-08-28 16:57:14
401,CAT00123,2019-07-10,Preventive,Caterpillar Preventive maintenance,1692.0,12.98,TECH6986,"[""Axle""]",2020-05-14,9,67.49,2025-08-28 16:57:14
402,CAT00123,2023-07-28,Preventive,Caterpillar Preventive maintenance,5656.09,14.76,TECH8134,"[""Bucket"", ""Transmission""]",2024-03-18,8,12.53,2025-08-28 16:57:14
403,CAT00124,2022-01-18,Corrective,Caterpillar Corrective maintenance,1504.07,3.36,TECH3173,"[""Hydraulic Pump"", ""Boom Cylinder"", ""Track Assembly""]",2022-08-21,10,68.41,2025-08-28 16:57:14
404,CAT00124,2021-04-17,Preventive,Caterpillar Preventive maintenance,2981.95,9.23,TECH9982,"[""Boom Cylinder"", ""Hydraulic Pump"", ""Sprocket""]",2022-04-12,8,44.7,2025-08-28 16:57:14
405,CAT00124,2023-03-08,Emergency,Caterpillar Emergency maintenance,2472.02,2.08,TECH7936,"[""Sprocket"", ""Boom Cylinder"", ""Hydraulic Pump""]",2023-08-02,8,40.53,2025-08-28 16:57:14
406,CAT00125,2024-01-08,Emergency,Caterpillar Emergency maintenance,3686.04,13.44,TECH1661,"[""Stabilizer"", ""Loader Bucket"", ""Backhoe Bucket""]",2024-09-11,9,15.87,2025-08-28 16:57:14
407,CAT00126,2021-07-26,Preventive,Caterpillar Preventive maintenance,4406.46,13.6,TECH1024,"[""Blade"", ""Radiator""]",2021-12-09,10,59.65,2025-08-28 16:57:14
408,CAT00126,2024-06-03,Preventive,Caterpillar Preventive maintenance,2021.34,2.4,TECH6328,"[""Ripper"", ""Final Drive"", ""Radiator""]",2024-11-29,9,40.91,2025-08-28 16:57:14
409,CAT00126,2025-04-28,Corrective,Caterpillar Corrective maintenance,2758.04,5.75,TECH2705,"[""Final Drive"", ""Blade""]",2025-10-10,10,49.42,2025-08-28 16:57:14
410,CAT00126,2021-10-01,Preventive,Caterpillar Preventive maintenance,1588.73,13.44,TECH2375,"[""Ripper"", ""Final Drive"", ""Radiator""]",2022-08-23,9,32.89,2025-08-28 16:57:14
411,CAT00126,2024-03-28,Preventive,Caterpillar Preventive maintenance,5432.99,7.38,TECH4316,"[""Final Drive""]",2024-10-16,10,54.56,2025-08-28 16:57:14
412,CAT00127,2023-01-22,Preventive,Caterpillar Preventive maintenance,4905.7,14.85,TECH4704,"[""Transmission"", ""Axle"", ""Bucket""]",2023-05-20,8,55.1,2025-08-28 16:57:14
413,CAT00127,2023-07-06,Preventive,Caterpillar Preventive maintenance,3017.86,6.6,TECH7193,"[""Bucket"", ""Axle""]",2023-11-05,9,19.97,2025-08-28 16:57:14
414,CAT00128,2025-08-12,Preventive,Caterpillar Preventive maintenance,5091.84,6.0,TECH3367,"[""Grapple""]",2026-06-01,9,34.71,2025-08-28 16:57:14
415,CAT00128,2016-03-01,Preventive,Caterpillar Preventive maintenance,4143.81,4.21,TECH2285,"[""Grapple"", ""Snow Blower""]",2016-09-08,10,62.76,2025-08-28 16:57:14
416,CAT00128,2025-07-14,Preventive,Caterpillar Preventive maintenance,2539.18,11.71,TECH2367,"[""Grapple"", ""Snow Blower"", ""Pallet Forks""]",2025-11-11,9,12.13,2025-08-28 16:57:14
417,CAT00128,2022-07-21,Preventive,Caterpillar Preventive maintenance,3409.73,8.49,TECH6802,"[""Grapple"", ""Auger"", ""Pallet Forks""]",2023-03-07,8,18.95,2025-08-28 16:57:14
418,CAT00129,2025-03-15,Preventive,Caterpillar Preventive maintenance,3549.14,2.46,TECH6736,"[""Blade"", ""Scarifier"", ""Circle""]",2025-11-15,9,27.49,2025-08-28 16:57:14
419,CAT00129,2023-10-13,Preventive,Caterpillar Preventive maintenance,5384.74,14.14,TECH6593,"[""Blade"", ""Moldboard""]",2024-01-27,10,52.83,2025-08-28 16:57:14
420,CAT00130,2023-08-29,Preventive,Caterpillar Preventive maintenance,3466.35,11.73,TECH9697,"[""Bucket""]",2023-11-30,9,23.08,2025-08-28 16:57:14
421,CAT00130,2024-04-28,Preventive,Caterpillar Preventive maintenance,2193.04,10.49,TECH6369,"[""Bucket"", ""Lift Arms"", ""Axle""]",2024-08-11,8,68.92,2025-08-28 16:57:14
422,CAT00130,2015-11-06,Preventive,Caterpillar Preventive maintenance,2509.38,11.75,TECH8722,"[""Transmission""]",2016-02-19,10,71.8,2025-08-28 16:57:14
423,CAT00130,2024-05-17,Preventive,Caterpillar Preventive maintenance,2848.63,13.71,TECH2849,"[""Lift Arms""]",2024-10-13,10,28.65,2025-08-28 16:57:14
424,CAT00130,2017-02-28,Preventive,Caterpillar Preventive maintenance,2716.87,8.93,TECH3509,"[""Lift Arms""]",2017-10-03,9,59.86,2025-08-28 16:57:14
425,CAT00131,2024-09-24,Preventive,Caterpillar Preventive maintenance,3667.96,13.62,TECH4172,"[""Voltage Regulator"", ""Starter"", ""Alternator""]",2025-03-24,8,10.75,2025-08-28 16:57:14
426,CAT00131,2020-08-31,Preventive,Caterpillar Preventive maintenance,4815.76,15.53,TECH9024,"[""Voltage Regulator""]",2021-05-07,9,22.79,2025-08-28 16:57:14
427,CAT00131,2022-04-24,Corrective,Caterpillar Corrective maintenance,4998.32,13.14,TECH5447,"[""Alternator"", ""Starter"", ""Voltage Regulator""]",2022-08-05,9,70.77,2025-08-28 16:57:14
428,CAT00131,2024-03-28,Preventive,Caterpillar Preventive maintenance,5728.09,6.37,TECH9949,"[""Fuel Injector"", ""Voltage Regulator""]",2025-01-29,10,61.71,2025-08-28 16:57:14
429,CAT00131,2025-02-08,Preventive,Caterpillar Preventive maintenance,1354.21,10.96,TECH2930,"[""Alternator""]",2025-06-12,8,14.55,2025-08-28 16:57:14
430,CAT00132,2025-07-06,Preventive,Caterpillar Preventive maintenance,5657.26,15.59,TECH5221,"[""Auger"", ""Snow Blower"", ""Pallet Forks""]",2025-12-15,8,47.41,2025-08-28 16:57:14
431,CAT00132,2023-08-15,Preventive,Caterpillar Preventive maintenance,1841.02,4.42,TECH6163,"[""Pallet Forks"", ""Snow Blower"", ""Grapple""]",2024-04-28,8,66.65,2025-08-28 16:57:14
432,CAT00132,2022-06-11,Preventive,Caterpillar Preventive maintenance,3613.74,6.98,TECH8863,"[""Snow Blower"", ""Grapple"", ""Auger""]",2023-03-26,10,20.72,2025-08-28 16:57:14
433,CAT00133,2021-02-18,Preventive,Caterpillar Preventive maintenance,5896.76,9.52,TECH7994,"[""Dump Body"", ""Differential"", ""Suspension""]",2021-08-13,9,66.63,2025-08-28 16:57:14
434,CAT00133,2023-09-20,Preventive,Caterpillar Preventive maintenance,2040.72,13.54,TECH6719,"[""Dump Body""]",2024-05-02,8,54.87,2025-08-28 16:57:14
